Councilperson,DocType,Payee,EntityAddressLine1,Payee Address,Date, Amount ,Description,Category,
Kenney,CFR - Schedule III - Statement of Expenditures,Jerome Azarewicz,2815 Hellerman Street,2815 Hellerman Street  Philadelphia PA 19149,7/22/2011,$100.00 ,Block Party Contribution,Fundraising & Hospitality,
Greenlee,CFR - Schedule III - Statement of Expenditures,City of Philadelphia,Broad & Market Sts.,Broad & Market Sts.  Philadelphia PA 19107,6/27/2011,$50.00 ,Fee - Block Party,Fundraising & Hospitality,
Johnson,CFR - Schedule III - Statement of Expenditures,Zion AME Church of Philadelphia,1600 South 21st Street,1600 South 21st Street  Philadelphia PA 19145,5/17/2011,$350.00 ,Venue Rental,Fundraising & Hospitality,
Johnson,CFR - Schedule III - Statement of Expenditures,Zion AME Church of Philadelphia,1600 South 21st Street,1600 South 21st Street  Philadelphia PA 19145,11/18/2011,$100.00 ,Venue Rental,Fundraising & Hospitality,
Clarke,CFR - Schedule III - Statement of Expenditures,Zeo Brothers,244 E Countyline Rd,244 E Countyline Rd  hatboro PA 19040,9/5/2011,$345.00 ,stage rental,Fundraising & Hospitality,
Green,CFR - Schedule III - Statement of Expenditures,Wine & Spirits Store,1218 Chestnut St,1218 Chestnut St  Philadelphia PA 191074848,6/13/2011,$452.33 ,refreshments for event,Fundraising & Hospitality,
O'Neill,CFR - Schedule III - Statement of Expenditures,Wine & Spirits,110 Franlkin Mill Blvd.,110 Franlkin Mill Blvd.  Philadelphia PA 19154,11/30/2011,$225.62 ,Catering Expense,Fundraising & Hospitality,
Sanchez,CFR - Schedule III - Statement of Expenditures,Willie Torres,229 W. Allegheny Avenue,229 W. Allegheny Avenue  Philadelphia PA 19133,5/12/2011,"$1,500.00 ",Catering,Fundraising & Hospitality,
Greenlee,CFR - Schedule III - Statement of Expenditures,William K. Greenlee,2932 Ogden St.,2932 Ogden St.  Philadelphia PA 19130,4/19/2011,$787.65 ,"Reimbursement - Rental, Food, Beverage, Tips - Fundraiser",Fundraising & Hospitality,
Bass,CFR - Schedule III - Statement of Expenditures,William Curtugena,5547 Germantown Ave.,5547 Germantown Ave.  Philadelphia PA 19144,5/17/2011,$200.00 ,Staging Area Fee,Fundraising & Hospitality,
Johnson,CFR - Schedule III - Statement of Expenditures,Warmdaddy's,1400 South Columbus Blvd,1400 South Columbus Blvd  Philadelphia PA 19147,9/26/2011,$248.70 ,Venue Rental,Fundraising & Hospitality,
Johnson,CFR - Schedule III - Statement of Expenditures,Warmdaddy's,1400 South Columbus Blvd,1400 South Columbus Blvd  Philadelphia PA 19147,9/29/2011,$94.45 ,Venue Rental,Fundraising & Hospitality,
Blackwell,CFR - Schedule III - Statement of Expenditures,Waadeah Floyd,5844 Webster St,5844 Webster St  Philadelphia PA 19143,12/8/2011,"$1,250.00 ",Homeless Holiday Party Expenses,Fundraising & Hospitality,
Blackwell,CFR - Schedule III - Statement of Expenditures,Waadeah Floyd,5844 Webster St,5844 Webster St  Philadelphia PA 19143,12/21/2011,"$1,100.00 ",Homeless Holiday Party Expenses,Fundraising & Hospitality,
Blackwell,CFR - Schedule III - Statement of Expenditures,Waadeah Floyd,408 City Hall,408 City Hall  Philadelphia PA 19107,7/20/2011,"$1,000.00 ",Office Community Event,Fundraising & Hospitality,
Blackwell,CFR - Schedule III - Statement of Expenditures,WAADEAH FLOYD,408 CITY HALL,408 CITY HALL  PHILADELPHIA PA 19107,1/3/2011,"$1,000.00 ",OFFICE PARTY NEEDS,Fundraising & Hospitality,
Blackwell,CFR - Schedule III - Statement of Expenditures,WAADEAH FLOYD,408 CITY HALL,408 CITY HALL  PHILADELPHIA PA 19107,2/2/2011,$500.00 ,TIPS FOR CATERING,Fundraising & Hospitality,
Blackwell,CFR - Schedule III - Statement of Expenditures,Waadeah Floyd,5844 Webster St,5844 Webster St  Philadelphia PA 19143,11/29/2011,$500.00 ,Supplies for Homeless Community Event,Fundraising & Hospitality,
Blackwell,CFR - Schedule III - Statement of Expenditures,Waadeah Floyd,5844 Webster St,5844 Webster St  Philadelphia PA 19143,12/13/2011,$500.00 ,Homeless Holiday Party Expenses,Fundraising & Hospitality,
Blackwell,CFR - Schedule III - Statement of Expenditures,Waadeah Floyd,408 City Hall,408 City Hall  Philadelphia PA 19107,10/17/2011,$468.99 ,Tips for Catering @ Community Event & Office Supplies,Fundraising & Hospitality,
Blackwell,CFR - Schedule III - Statement of Expenditures,Waadeah Floyd,408 City Hall,408 City Hall  Philadelphia PA 19107,11/1/2011,$200.00 ,Tips for Caterers @ community event,Fundraising & Hospitality,
Blackwell,CFR - Schedule III - Statement of Expenditures,Waadeah Floyd,4500 S. Broad St,4500 S. Broad St  Philadelphia PA 19112,12/13/2011,$50.00 ,Entrance to Community Event,Fundraising & Hospitality,
Henon,CFR - Schedule III - Statement of Expenditures,Vesper Club,223 S Sydenham St,223 S Sydenham St  Philadelphia PA 191023702,4/29/2011,"$4,818.04 ",Fundraiser 4/28/11- Food and Location,Fundraising & Hospitality,
Johnson,CFR - Schedule III - Statement of Expenditures,Tindley Temple,Broad & Fitzwater,Broad & Fitzwater  Philadelphia PA 19146,2/7/2011,$200.00 ,Venue Rental,Fundraising & Hospitality,
Sanchez,CFR - Schedule III - Statement of Expenditures,Tierra Colombiana,4535 North 5th Street,4535 North 5th Street  Philadelphia PA 19140,11/10/2011,"$1,275.00 ",Catering,Fundraising & Hospitality,
Blackwell,CFR - Schedule III - Statement of Expenditures,THERA MARTIN MILLING,307 W. EARLHAM TERRACE,307 W. EARLHAM TERRACE  PHILADELPHIA PA 19144,3/8/2011,$500.00 ,INVOICE FOR FILMING COMMUNITY EVENT,Fundraising & Hospitality,
Bass,CFR - Schedule III - Statement of Expenditures,The Opinionated Palate,512 Lanfair Rd,512 Lanfair Rd  Elkins Park PA 19027,8/5/2011,"$1,100.00 ",Event Catering,Fundraising & Hospitality,
Bass,CFR - Schedule III - Statement of Expenditures,The Opinionated Palate,512 Lanfair Rd,512 Lanfair Rd  Elkins Park PA 19027,10/21/2011,"$1,000.00 ",Event Catering,Fundraising & Hospitality,
Bass,CFR - Schedule III - Statement of Expenditures,The Opinionated Palate,512 Lanfair Rd,512 Lanfair Rd  Elkins Park PA 19027,10/23/2011,"$1,000.00 ",Event Catering,Fundraising & Hospitality,
Bass,CFR - Schedule III - Statement of Expenditures,The Opinionated Palate,512 Lanfair Rd,512 Lanfair Rd  Elkins Park PA 19027,8/1/2011,$500.00 ,Event Catering,Fundraising & Hospitality,
Clarke,CFR - Schedule III - Statement of Expenditures,The Intruders,1947 N 52nd st,1947 N 52nd st  phila PA 19131,6/24/2011,"$1,000.00 ",DJ for Party,Fundraising & Hospitality,
Jones,CFR - Schedule III - Statement of Expenditures,The Back Door Catering Company,6042 N. 13th Street,6042 N. 13th Street  Philadelphia PA 19141,5/27/2011,"$1,500.00 ",Catering Deposit 6/24,Fundraising & Hospitality,
Henon,CFR - Schedule III - Statement of Expenditures,Taylor Rental Media,101 State Road,101 State Road  Media PA 19063,11/7/2011,"$4,553.22 ","Election Night Rentals of Tent, Tables, Lighting, Sound",Fundraising & Hospitality,
Johnson,CFR - Schedule III - Statement of Expenditures,Tashan,777 S. Broad Street,777 S. Broad Street  Philadelphia PA 19147,12/8/2011,"$1,000.00 ",Inaugaral event,Fundraising & Hospitality,
Clarke,CFR - Schedule III - Statement of Expenditures,Tammy Byars,484 City Hall,484 City Hall  Phila PA 19107,12/30/2011,$600.00 ,inauguration supplies,Fundraising & Hospitality,
Clarke,CFR - Schedule III - Statement of Expenditures,Tammy Byars,484 City Hall,484 City Hall  Phila PA 19107,12/30/2011,$500.00 ,Inauguration tables supplies,Fundraising & Hospitality,
Clarke,CFR - Schedule III - Statement of Expenditures,Tammy Byars,484 City Hall,484 City Hall  Phila PA 19107,6/24/2011,"$1,300.00 ",Appreciaition Party,Fundraising & Hospitality,
Clarke,CFR - Schedule III - Statement of Expenditures,Tammy Byars,484 City Hall,484 City Hall  phila PA 19107,5/13/2011,"$1,000.00 ",camp elect,Fundraising & Hospitality,
Squilla,CFR - Schedule III - Statement of Expenditures,SWAN CATERERS,2015 S WATER ST,2015 S WATER ST  PHILADELPHIA PA 19148,3/27/2011,"$4,397.25 ",CAMPAIGN COSTS,Fundraising & Hospitality,
Squilla,CFR - Schedule III - Statement of Expenditures,SWAN CATERERS,2015 S WATER ST,2015 S WATER ST  PHILADELPHIA PA 19148,10/30/2011,"$1,500.00 ",CAMPAIGN EXPENSES,Fundraising & Hospitality,
Squilla,CFR - Schedule III - Statement of Expenditures,SWAN CATERERS,2015 S WATER ST,2015 S WATER ST  PHILADELPHIA PA 19148,5/17/2011,$950.00 ,ELECTION NITE FOOD,Fundraising & Hospitality,
Jones,CFR - Schedule III - Statement of Expenditures,Susan Romas,1334 Edgehill road,1334 Edgehill road  Darby PA 19023,6/18/2011,$465.00 ,Equipment & food for event,Fundraising & Hospitality,
Blackwell,CFR - Schedule III - Statement of Expenditures,STAPLES,1500 CHESTNUT ST,1500 CHESTNUT ST  PHILADELPHIA PA 19106,3/3/2011,$149.95 ,INVITATIONS FOR COMMUNITY EVENT,Fundraising & Hospitality,
Blackwell,CFR - Schedule III - Statement of Expenditures,Staples,1500 Chestnut St,1500 Chestnut St  Philadelphia PA 19102,9/21/2011,$129.56 ,invitiations for community event,Fundraising & Hospitality,
Johnson,CFR - Schedule III - Statement of Expenditures,South Philadelphia Old Head Association,,   PA 19146,8/18/2011,$500.00 ,Constitute Event,Fundraising & Hospitality,
Jones,CFR - Schedule III - Statement of Expenditures,Sole II Sole,6139 Ridge Avenue,6139 Ridge Avenue  Philadelphia PA 19127,4/27/2011,"$1,600.00 ",Forum Location Expense & Food,Fundraising & Hospitality,
Clarke,CFR - Schedule III - Statement of Expenditures,Sofitel,120 S 17th St,120 S 17th St  Phila PA 19103,11/1/2011,"$1,502.69 ",room rental,Fundraising & Hospitality,
Squilla,CFR - Schedule III - Statement of Expenditures,SHOOTING STARS,1931 S 3RD ST,1931 S 3RD ST  PHILADELPHIA PA 19148,5/17/2011,$480.00 ,ELECTION NITE EXPENSE,Fundraising & Hospitality,
Brown,CFR - Schedule III - Statement of Expenditures,SHERATON HOTEL,,   PA ,3/24/2011,$506.00 ,ANNOUNCEMENT,Fundraising & Hospitality,
Oh,CFR - Schedule III - Statement of Expenditures,Seo Ra Bol Restaurant,5734 N. Old 2nd Street,5734 N. Old 2nd Street  Philadelphia PA 19120,9/13/2011,"$2,258.00 ",Golf Dinner,Fundraising & Hospitality,
Jones,CFR - Schedule III - Statement of Expenditures,School Outfitters,3736 Regent Avenue,3736 Regent Avenue  Cincinnati OH 45212,2/5/2011,"$1,085.03 ",Speaker System,Fundraising & Hospitality,
Sanchez,CFR - Schedule III - Statement of Expenditures,Sankofa Freedom Academy Charter School,4256 Paul Street,4256 Paul Street  Philadelphia PA 19124,3/15/2011,$150.00 ,Space Rental,Fundraising & Hospitality,
Jones,CFR - Schedule III - Statement of Expenditures,Samantha Williams,5705 Drexel Road,5705 Drexel Road  Philadelphia PA 19131,6/24/2011,"$1,016.63 ",Fee for Service Office & food reimbursement,Fundraising & Hospitality,
Jones,CFR - Schedule III - Statement of Expenditures,Samantha Williams,5705 Drexel Road,5705 Drexel Road  Philadelphia PA 19131,5/17/2011,$175.00 ,(100) section 2 packaged lunch,Fundraising & Hospitality,
Henon,CFR - Schedule III - Statement of Expenditures,Rosewood Caterers,8888 Frankford Ave,8888 Frankford Ave  Philadelphia PA 191361396,5/16/2011,"$6,250.00 ",election night appreciation party,Fundraising & Hospitality,
Sanchez,CFR - Schedule III - Statement of Expenditures,Restaurant Y Lechonera,235 Cecil B Moore Avenue,235 Cecil B Moore Avenue  Philadelphia PA 19122,10/31/2011,$96.00 ,Catering,Fundraising & Hospitality,
Brown,CFR - Schedule III - Statement of Expenditures,"Regus Management Group, LLC",PO Box 842456,PO Box 842456  Dallas TX 752842456,11/7/2011,$567.71 ,Event Catering,Fundraising & Hospitality,
Johnson,CFR - Schedule III - Statement of Expenditures,Ree-Ree- The Clown,8048 Temple Road,8048 Temple Road  Philadelphia PA 19150,10/11/2011,$500.00 ,Constitute Event,Fundraising & Hospitality,
Brown,CFR - Schedule III - Statement of Expenditures,RADISSON WARWICK PLAZA HOTEL,220 South 17th Street,220 South 17th Street  Phila PA 19103,5/11/2011,"$2,029.00 ",ELECTION NIGHT VICTORY SUITE,Fundraising & Hospitality,
Brown,CFR - Schedule III - Statement of Expenditures,RADISSON WARWICK PLAZA HOTEL,,   PA ,5/11/2011,"$2,029.00 ",ELECTION NIGHT VICTORY SUITE,Fundraising & Hospitality,
Sanchez,CFR - Schedule III - Statement of Expenditures,Quetcy Lozada,4323 Palmetto Street,4323 Palmetto Street  Philadelphia PA 19124,6/6/2011,$78.45 ,Reimbursement for Catering,Fundraising & Hospitality,
Johnson,CFR - Schedule III - Statement of Expenditures,Pyramid Club,1735 Market Street,1735 Market Street  Philadelphia PA 19103,10/14/2011,"$1,280.00 ",Venue Rental,Fundraising & Hospitality,
Green,CFR - Schedule III - Statement of Expenditures,Public House,2 Logan Sq,2 Logan Sq  Philadelphia PA 191032705,5/17/2011,"$1,200.00 ",campaign event,Fundraising & Hospitality,
Sanchez,CFR - Schedule III - Statement of Expenditures,Primo Hoagies,1501 E. Susquehanna Avenue,1501 E. Susquehanna Avenue  Philadelphia PA 19125,4/20/2011,$92.87 ,Event Catering,Fundraising & Hospitality,
Johnson,CFR - Schedule III - Statement of Expenditures,Poor People Caravan,2310 S. Hemberger Street,2310 S. Hemberger Street  Philadelphia PA 19145,10/11/2011,$300.00 ,Constitute Event,Fundraising & Hospitality,
Jones,CFR - Schedule III - Statement of Expenditures,Pinn Memorial,2251 N. 54th Street,2251 N. 54th Street  Philadelphia PA 19131,2/7/2011,$295.00 ,Meeting Room Rental,Fundraising & Hospitality,
Green,CFR - Schedule III - Statement of Expenditures,Philly Pretzel Factory,1532 Sansom St,1532 Sansom St  Philadelphia PA 191022822,3/10/2011,$184.00 ,food for event,Fundraising & Hospitality,
O'Neill,CFR - Schedule III - Statement of Expenditures,Philadelphia Water Ice Factory,8354-58 State Road,8354-58 State Road  Philadelphia PA 19136,9/18/2011,$124.30 ,water ice / block party,Fundraising & Hospitality,
O'Neill,CFR - Schedule III - Statement of Expenditures,Philadelphia Water Ice Factory,8354-58 State Road,8354-58 State Road  Philadelphia PA 19136,9/9/2011,$121.85 ,water ice / block party,Fundraising & Hospitality,
O'Neill,CFR - Schedule III - Statement of Expenditures,Philadelphia Water Ice Factory,8354-58 State Road,8354-58 State Road  Philadelphia PA 19136,6/14/2011,$92.00 ,water ice / block party,Fundraising & Hospitality,
O'Neill,CFR - Schedule III - Statement of Expenditures,Philadelphia Water Ice Factory,8354-58 State Road,8354-58 State Road  Philadelphia PA 19136,8/24/2011,$87.05 ,water ice / block party,Fundraising & Hospitality,
O'Neill,CFR - Schedule III - Statement of Expenditures,Philadelphia Water Ice Factory,8354-58 State Road,8354-58 State Road  Philadelphia PA 19136,8/30/2011,$52.20 ,water ice / block party,Fundraising & Hospitality,
O'Neill,CFR - Schedule III - Statement of Expenditures,Philadelphia Water Ice Factory,8354-58 State Road,8354-58 State Road  Philadelphia PA 19136,10/3/2011,$52.20 ,water ice / block party,Fundraising & Hospitality,
O'Neill,CFR - Schedule III - Statement of Expenditures,Philadelphia Water Ice Factory,8354-58 State Road,8354-58 State Road  Philadelphia PA 19136,7/21/2011,$24.85 ,water ice / block party,Fundraising & Hospitality,
Jones,CFR - Schedule III - Statement of Expenditures,Pathmark,4160 Monument Road,4160 Monument Road  Philadelphia PA 19131,8/29/2011,$103.40 ,Outreach Meeting - Food for Faithbased Initiative,Fundraising & Hospitality,
Blackwell,CFR - Schedule III - Statement of Expenditures,PASTIFICIO,1528 PACKER AVE,1528 PACKER AVE  PHILADELPHIA PA 19148,1/18/2011,"$1,340.00 ",LUNCHES FOR MLK DAY,Fundraising & Hospitality,
Blackwell,CFR - Schedule III - Statement of Expenditures,Pastificio,1528 Packer Ave,1528 Packer Ave  Philadelphia PA 19145,11/9/2011,$150.00 ,Invoice for community event,Fundraising & Hospitality,
Clarke,CFR - Schedule III - Statement of Expenditures,Party Rentals Ltd,1522 Locust St,1522 Locust St  phila PA 10102,12/27/2011,$700.00 ,bal for inauguration,Fundraising & Hospitality,
Clarke,CFR - Schedule III - Statement of Expenditures,Party Rental Ltd,1522 Locust st,1522 Locust st  Phila PA 19102,12/19/2011,$940.00 ,inauguration rentals dep,Fundraising & Hospitality,
Squilla,CFR - Schedule III - Statement of Expenditures,PA WINE & SPIRITS,1940 S COLUMBUS BLVD,1940 S COLUMBUS BLVD  PHILADELPHIA PA 19148,10/31/2011,$641.24 ,CAMPIAGN EXP,Fundraising & Hospitality,
Jones,CFR - Schedule III - Statement of Expenditures,Olugbega Ogunlana,1526 N. Vodges Street,1526 N. Vodges Street  Philadelphia PA 19143,2/5/2011,$160.00 ,Caterer,Fundraising & Hospitality,
Green,CFR - Schedule III - Statement of Expenditures,Old City Paint & Decorating,8002 Germantown Ave,8002 Germantown Ave  Philadelphia PA 191183421,12/24/2011,$532.32 ,decorations,Fundraising & Hospitality,
Sanchez,CFR - Schedule III - Statement of Expenditures,New Palladium,229 W. Allegheny Avenue,229 W. Allegheny Avenue  Philadelphia PA 19140,10/24/2011,$921.00 ,Campaign Activity,Fundraising & Hospitality,
Sanchez,CFR - Schedule III - Statement of Expenditures,New Palladium,229 W. Allegheny Avenue,229 W. Allegheny Avenue  Philadelphia PA 19140,4/18/2011,$900.00 ,Event Space Rental,Fundraising & Hospitality,
Oh,CFR - Schedule III - Statement of Expenditures,National Constitution Center,525 Arch Street,525 Arch Street  Philadelphia PA 191061514,1/6/2011,$500.00 ,Announcement,Fundraising & Hospitality,
Brown,CFR - Schedule III - Statement of Expenditures,Ms. Tootsie's,1314 South Street,1314 South Street  Philadelphia PA 19147,11/6/2011,"$1,000.00 ",Event Catering,Fundraising & Hospitality,
Johnson,CFR - Schedule III - Statement of Expenditures,Ms. Tootsies,1314 South Street,1314 South Street  Philadelphia PA 19147,11/8/2011,"$1,492.80 ",Election Night Event,Fundraising & Hospitality,
Blackwell,CFR - Schedule III - Statement of Expenditures,Michael's Craft Store,601 W. Baltimore Pike,601 W. Baltimore Pike  Springfield PA 19064,5/5/2011,$117.78 ,Frames for Community Event,Fundraising & Hospitality,
Bass,CFR - Schedule III - Statement of Expenditures,McKinley Johnson,1508 Nedro Ave,1508 Nedro Ave  Philadelphia PA 19141,5/13/2011,$400.00 ,Staging Area Fee,Fundraising & Hospitality,
Oh,CFR - Schedule III - Statement of Expenditures,McGillin's Olde Ale House,1310 Drury Street,1310 Drury Street  Philadelphia PA 19107,11/8/2011,"$1,000.00 ",Campaign Party,Fundraising & Hospitality,
Oh,CFR - Schedule III - Statement of Expenditures,McGillin's Olde Ale House,1310 Drury Street,1310 Drury Street  Philadelphia PA 19107,11/2/2011,$100.00 ,Deposit for Party,Fundraising & Hospitality,
Henon,CFR - Schedule III - Statement of Expenditures,Mayfair Diner,7373 Frankford Ave,7373 Frankford Ave  Philadelphia PA 19136,12/7/2011,"$8,000.00 ",Election Night Rental of Mayfair Diner and Food and Beverages,Fundraising & Hospitality,
Henon,CFR - Schedule III - Statement of Expenditures,Mayfair AC,2990 Saint Vincent St,2990 Saint Vincent St  Philadelphia PA 191491453,4/29/2011,$500.00 ,Location for Senior Brunch 4/28/11,Fundraising & Hospitality,
Blackwell,CFR - Schedule III - Statement of Expenditures,Martin Regusters,333 E. Lancaster Ave #350,333 E. Lancaster Ave #350  Wynnewood PA 19096,10/25/2011,$350.00 ,invoice - community event services,Fundraising & Hospitality,
Blackwell,CFR - Schedule III - Statement of Expenditures,MARTIN REGUSTERS,333 E. LANCASTER AVE,333 E. LANCASTER AVE  WYNNEWOOD PA 19096,2/18/2011,$250.00 ,PHOTOGRAPHY AT COMMUNITY EVENT,Fundraising & Hospitality,
Blackwell,CFR - Schedule III - Statement of Expenditures,Martin Cabry,4245 Regent St,4245 Regent St  Philadelphia PA 19143,12/21/2011,"$1,048.22 ",Reimbursement for Homeless Holiday Party Expenses,Fundraising & Hospitality,
Greenlee,CFR - Schedule III - Statement of Expenditures,Mark Cohen,"6001 N. 5th St., 2nd Fl.","6001 N. 5th St., 2nd Fl.  Philadelphia PA 19120",6/21/2011,$165.00 ,Reimbursement - Partial Cost - Community Health Fair,Fundraising & Hospitality,
Henon,CFR - Schedule III - Statement of Expenditures,Marinuccis Deli,2852 Saint Vincent Street,2852 Saint Vincent Street  Philadelphia PA 19149,4/10/2011,$430.00 ,Senior Luncheon 4/3/11,Fundraising & Hospitality,
Tasco,CFR - Schedule III - Statement of Expenditures,MARGARET WRIGHT,1144 E SYDNEY STREET,1144 E SYDNEY STREET  PHILADELPHIA PA 191071915,12/21/2011,$200.00 ,REFRESHEMENTS FOR INAUGRUAL RECEPTION,Fundraising & Hospitality,
Tasco,CFR - Schedule III - Statement of Expenditures,MARGARET WRIGHT,1144 E SYDNEY STREET,1144 E SYDNEY STREET  PHILADELPHIA PA 191071915,9/20/2011,$52.97 ,REIMBURSEMENT  - CATERER EXPENSE,Fundraising & Hospitality,
Oh,CFR - Schedule III - Statement of Expenditures,Marathon Grille,1818 Market Street,1818 Market Street  Philadelphia PA 19103,10/24/2011,$488.30 ,Catering - Fundraiser,Fundraising & Hospitality,
Jones,CFR - Schedule III - Statement of Expenditures,Manwell Glenn,2310 Bryn Mawr Avenue,2310 Bryn Mawr Avenue  Philadelphia PA 19131,5/10/2011,$850.00 ,Motorcade MC 5/14,Fundraising & Hospitality,
Jones,CFR - Schedule III - Statement of Expenditures,Manwell Glen,2310 Bryn Mawr Avenue,2310 Bryn Mawr Avenue  Philadelphia PA 19131,3/1/2011,$400.00 ,MC,Fundraising & Hospitality,
Blackwell,CFR - Schedule III - Statement of Expenditures,Manuel Glen,6007 Woodbine Ave,6007 Woodbine Ave  Philadelphia PA 19152,12/23/2011,$300.00 ,Holiday Party Services,Fundraising & Hospitality,
Jones,CFR - Schedule III - Statement of Expenditures,Manayunk Brewery,4120 Main Street,4120 Main Street  Manayunk PA 19127,5/17/2011,"$2,700.00 ",Location & Food Expense,Fundraising & Hospitality,
Jones,CFR - Schedule III - Statement of Expenditures,Manayunk Brewery,4120 Main Street,4120 Main Street  Philadelphia PA 19127,4/27/2011,$300.00 ,Deposit E-Day,Fundraising & Hospitality,
Johnson,CFR - Schedule III - Statement of Expenditures,Maleka Young,1231 Allison Street,1231 Allison Street  Philadelphia PA 19131,6/2/2011,$172.49 ,Reimb Event Expenses,Fundraising & Hospitality,
Blackwell,CFR - Schedule III - Statement of Expenditures,MAGIANO'S,1201 FILBERT ST,1201 FILBERT ST  PHILADELPHIA PA 19107,3/11/2011,$725.00 ,ROOM RENTAL FOR OFFICE EVENT,Fundraising & Hospitality,
Henon,CFR - Schedule III - Statement of Expenditures,M. Azim George Siddiqui,1325 Mary Jane Lane,1325 Mary Jane Lane  West Chester PA 19380,11/11/2011,$700.00 ,Video for Election Night,Fundraising & Hospitality,
Jones,CFR - Schedule III - Statement of Expenditures,Lytehouse Entertainment,1432 Montrose Street,1432 Montrose Street  Philadelphia PA 19146,9/14/2011,$500.00 ,DJ for Fundraiser,Fundraising & Hospitality,
Blackwell,CFR - Schedule III - Statement of Expenditures,LUNCHES,5844 WEBSTER ST,5844 WEBSTER ST  PHILADELPHIA PA 19143,5/17/2011,"$1,000.00 ",FRESH GROCER,Fundraising & Hospitality,
Sanchez,CFR - Schedule III - Statement of Expenditures,Luisa Morales,3736 N. 7th Street,3736 N. 7th Street  Philadelphia PA 19140,4/19/2011,"$1,000.00 ",Event Catering,Fundraising & Hospitality,
Sanchez,CFR - Schedule III - Statement of Expenditures,Luisa Morales,3736 N. 7th Street,3736 N. 7th Street  Philadelphia PA 19140,3/4/2011,$300.00 ,Event Catering,Fundraising & Hospitality,
Sanchez,CFR - Schedule III - Statement of Expenditures,Luisa Morales,3736 N. 7th Street,3736 N. 7th Street  Philadelphia PA 19140,3/8/2011,$50.00 ,Event Catering,Fundraising & Hospitality,
Bass,CFR - Schedule III - Statement of Expenditures,Lou and Choo Lounge,2101 West Hunting Park Ave,2101 West Hunting Park Ave  Philadelphia PA 19140,11/2/2011,$270.00 ,Event Catering,Fundraising & Hospitality,
Bass,CFR - Schedule III - Statement of Expenditures,Lou and Choo Lounge,2101 West Hunting Park Ave,2101 West Hunting Park Ave  Philadelphia PA 19140,9/28/2011,$130.00 ,Event Catering,Fundraising & Hospitality,
Tasco,CFR - Schedule III - Statement of Expenditures,LOTTIE PATTON,83 E MONTANA STREET,83 E MONTANA STREET  PHILADELPHIA PA 19119,9/20/2011,$35.00 ,REIMBURSEMENT - CATERING EXPENSE,Fundraising & Hospitality,
Sanchez,CFR - Schedule III - Statement of Expenditures,Lafayette Bistro,501 Fairmount Avenue,501 Fairmount Avenue  Philadelphia PA 19123,5/27/2011,"$1,027.86 ",Catering,Fundraising & Hospitality,
Sanchez,CFR - Schedule III - Statement of Expenditures,La Fonda Columbiana,108 W. Wyoming Avenue,108 W. Wyoming Avenue  Philadelphia PA 19140,4/1/2011,$250.00 ,Event Catering,Fundraising & Hospitality,
Blackwell,CFR - Schedule III - Statement of Expenditures,La Famiglia Ristorante,8 South Front St,8 South Front St  Philadelphia PA 19106,11/1/2011,"$2,160.00 ",Invoice for community event,Fundraising & Hospitality,
Oh,CFR - Schedule III - Statement of Expenditures,Ko-Am Business,,  Philadelphia PA ,9/13/2011,$900.00 ,Deposit for Golf Outing,Fundraising & Hospitality,
Bass,CFR - Schedule III - Statement of Expenditures,"Keystone Strategies, Inc.",230 State Street,230 State Street  Harrisburg PA 17101,6/10/2011,$481.78 ,Event Expenses,Fundraising & Hospitality,
Blackwell,CFR - Schedule III - Statement of Expenditures,KEVEN PARKER'S WAITERS,3801 MARKET ST,3801 MARKET ST  PHILADELPHIA PA 19104,5/17/2011,$500.00 ,TIPS FOR WORKERS WHO CATERED,Fundraising & Hospitality,
Blackwell,CFR - Schedule III - Statement of Expenditures,Keven Parker,1312 South St,1312 South St  Philadelphia PA 19147,12/28/2011,"$7,500.00 ",Food Services @ Holiday Party,Fundraising & Hospitality,
Blackwell,CFR - Schedule III - Statement of Expenditures,Keven Parker,3801 Market St,3801 Market St  Philadelphia PA 19104,11/14/2011,"$7,000.00 ",Invoices,Fundraising & Hospitality,
Blackwell,CFR - Schedule III - Statement of Expenditures,KEVEN PARKER,3801 MARKET ST,3801 MARKET ST  PHILADELPHIA PA 19104,2/9/2011,"$5,000.00 ",CATERING @ COMMUNITY EVENT,Fundraising & Hospitality,
Clarke,CFR - Schedule III - Statement of Expenditures,Keven Parker,3801 Market St,3801 Market St  Phila PA 19139,12/19/2011,"$5,000.00 ",deposit for caterer,Fundraising & Hospitality,
Blackwell,CFR - Schedule III - Statement of Expenditures,Keven Parker,3801 Market St,3801 Market St  Philadelphia PA 19104,5/17/2011,"$4,575.00 ",Food For Community Event,Fundraising & Hospitality,
Blackwell,CFR - Schedule III - Statement of Expenditures,Keven Parker,3801 Market St,3801 Market St  Philadelphia PA 19104,5/17/2011,"$4,575.00 ",Catering @ Community Event,Fundraising & Hospitality,
Blackwell,CFR - Schedule III - Statement of Expenditures,Keven Parker,3801 Market St,3801 Market St  Philadelphia PA 19104,12/20/2011,"$3,601.53 ",Catering @ Holiday Party,Fundraising & Hospitality,
Blackwell,CFR - Schedule III - Statement of Expenditures,Keven Parker,3801 Market St,3801 Market St  Philadelphia PA 19104,9/28/2011,"$1,500.00 ",food  services at community event,Fundraising & Hospitality,
